Round   0, Devices participated 10, Average loss 0.109, Central accuracy on global test data 25.030, Ensemble accuracy on global test data 21.123, Local accuracy on global train data 11.909, Local accuracy on local train data 97.933
Round 1246, Devices participated 10, Average loss 0.002, Central accuracy on global test data 94.141, Ensemble accuracy on global test data 90.830, Local accuracy on global train data 68.286, Local accuracy on local train data 99.967
Round 1247, Devices participated 10, Average loss 0.003, Central accuracy on global test data 94.281, Ensemble accuracy on global test data 89.189, Local accuracy on global train data 56.775, Local accuracy on local train data 99.850
Round 1248, Devices participated 10, Average loss 0.002, Central accuracy on global test data 94.010, Ensemble accuracy on global test data 91.533, Local accuracy on global train data 72.656, Local accuracy on local train data 99.950
Round 1249, Devices participated 10, Average loss 0.002, Central accuracy on global test data 93.269, Ensemble accuracy on global test data 90.498, Local accuracy on global train data 69.226, Local accuracy on local train data 99.950
Round 1250, Devices participated 10, Average loss 0.002, Central accuracy on global test data 94.131, Ensemble accuracy on global test data 91.904, Local accuracy on global train data 72.563, Local accuracy on local train data 99.917
Round 1251, Devices participated 10, Average loss 0.003, Central accuracy on global test data 94.872, Ensemble accuracy on global test data 92.041, Local accuracy on global train data 62.913, Local accuracy on local train data 99.917
Round 1252, Devices participated 10, Average loss 0.004, Central accuracy on global test data 94.712, Ensemble accuracy on global test data 89.551, Local accuracy on global train data 64.514, Local accuracy on local train data 99.900
Round 1253, Devices participated 10, Average loss 0.003, Central accuracy on global test data 95.022, Ensemble accuracy on global test data 89.912, Local accuracy on global train data 62.673, Local accuracy on local train data 99.883
Round 1254, Devices participated 10, Average loss 0.004, Central accuracy on global test data 94.902, Ensemble accuracy on global test data 92.480, Local accuracy on global train data 59.668, Local accuracy on local train data 99.883
Round 1255, Devices participated 10, Average loss 0.002, Central accuracy on global test data 94.241, Ensemble accuracy on global test data 92.090, Local accuracy on global train data 71.650, Local accuracy on local train data 99.950
Round 1256, Devices participated 10, Average loss 0.003, Central accuracy on global test data 95.062, Ensemble accuracy on global test data 91.641, Local accuracy on global train data 62.087, Local accuracy on local train data 99.917
Round 1257, Devices participated 10, Average loss 0.003, Central accuracy on global test data 94.351, Ensemble accuracy on global test data 92.236, Local accuracy on global train data 63.591, Local accuracy on local train data 99.867
Round 1258, Devices participated 10, Average loss 0.008, Central accuracy on global test data 94.451, Ensemble accuracy on global test data 91.943, Local accuracy on global train data 62.947, Local accuracy on local train data 99.817
Round 1259, Devices participated 10, Average loss 0.003, Central accuracy on global test data 94.792, Ensemble accuracy on global test data 86.992, Local accuracy on global train data 68.389, Local accuracy on local train data 99.950
Round 1260, Devices participated 10, Average loss 0.002, Central accuracy on global test data 95.212, Ensemble accuracy on global test data 93.262, Local accuracy on global train data 70.259, Local accuracy on local train data 99.967
Round 1261, Devices participated 10, Average loss 0.003, Central accuracy on global test data 94.321, Ensemble accuracy on global test data 92.061, Local accuracy on global train data 69.316, Local accuracy on local train data 99.933
Round 1262, Devices participated 10, Average loss 0.004, Central accuracy on global test data 94.060, Ensemble accuracy on global test data 90.586, Local accuracy on global train data 54.014, Local accuracy on local train data 99.883
Round 1263, Devices participated 10, Average loss 0.003, Central accuracy on global test data 93.950, Ensemble accuracy on global test data 92.705, Local accuracy on global train data 72.974, Local accuracy on local train data 99.967
Round 1264, Devices participated 10, Average loss 0.021, Central accuracy on global test data 93.890, Ensemble accuracy on global test data 86.650, Local accuracy on global train data 55.139, Local accuracy on local train data 99.417
Round 1265, Devices participated 10, Average loss 0.003, Central accuracy on global test data 93.870, Ensemble accuracy on global test data 91.455, Local accuracy on global train data 67.410, Local accuracy on local train data 99.917
Round 1266, Devices participated 10, Average loss 0.009, Central accuracy on global test data 93.630, Ensemble accuracy on global test data 92.852, Local accuracy on global train data 60.996, Local accuracy on local train data 99.717
Round 1267, Devices participated 10, Average loss 0.003, Central accuracy on global test data 92.538, Ensemble accuracy on global test data 92.861, Local accuracy on global train data 67.976, Local accuracy on local train data 99.933
Round 1268, Devices participated 10, Average loss 0.026, Central accuracy on global test data 95.152, Ensemble accuracy on global test data 89.453, Local accuracy on global train data 64.553, Local accuracy on local train data 99.583
Round 1269, Devices participated 10, Average loss 0.003, Central accuracy on global test data 94.712, Ensemble accuracy on global test data 83.604, Local accuracy on global train data 59.021, Local accuracy on local train data 99.883
Round 1270, Devices participated 10, Average loss 0.003, Central accuracy on global test data 95.282, Ensemble accuracy on global test data 86.709, Local accuracy on global train data 66.230, Local accuracy on local train data 99.867
Round 1271, Devices participated 10, Average loss 0.002, Central accuracy on global test data 94.982, Ensemble accuracy on global test data 92.529, Local accuracy on global train data 67.947, Local accuracy on local train data 99.967
Round 1272, Devices participated 10, Average loss 0.002, Central accuracy on global test data 94.321, Ensemble accuracy on global test data 92.656, Local accuracy on global train data 74.377, Local accuracy on local train data 99.983
Round 1273, Devices participated 10, Average loss 0.002, Central accuracy on global test data 94.461, Ensemble accuracy on global test data 93.154, Local accuracy on global train data 72.212, Local accuracy on local train data 99.950
Round 1274, Devices participated 10, Average loss 0.004, Central accuracy on global test data 93.139, Ensemble accuracy on global test data 87.715, Local accuracy on global train data 70.752, Local accuracy on local train data 99.867
Round 1275, Devices participated 10, Average loss 0.003, Central accuracy on global test data 93.460, Ensemble accuracy on global test data 91.660, Local accuracy on global train data 64.456, Local accuracy on local train data 99.900
Round 1276, Devices participated 10, Average loss 0.002, Central accuracy on global test data 92.949, Ensemble accuracy on global test data 90.879, Local accuracy on global train data 73.145, Local accuracy on local train data 99.950
Round 1277, Devices participated 10, Average loss 0.003, Central accuracy on global test data 94.591, Ensemble accuracy on global test data 88.428, Local accuracy on global train data 63.174, Local accuracy on local train data 99.917
Round 1278, Devices participated 10, Average loss 0.003, Central accuracy on global test data 93.650, Ensemble accuracy on global test data 90.518, Local accuracy on global train data 71.404, Local accuracy on local train data 99.950
Round 1279, Devices participated 10, Average loss 0.004, Central accuracy on global test data 94.381, Ensemble accuracy on global test data 90.059, Local accuracy on global train data 66.785, Local accuracy on local train data 99.933
Round 1280, Devices participated 10, Average loss 0.002, Central accuracy on global test data 94.000, Ensemble accuracy on global test data 92.324, Local accuracy on global train data 76.560, Local accuracy on local train data 99.967
Round 1281, Devices participated 10, Average loss 0.005, Central accuracy on global test data 94.111, Ensemble accuracy on global test data 91.426, Local accuracy on global train data 61.318, Local accuracy on local train data 99.850
Round 1282, Devices participated 10, Average loss 0.004, Central accuracy on global test data 94.461, Ensemble accuracy on global test data 90.605, Local accuracy on global train data 63.086, Local accuracy on local train data 99.900
Round 1283, Devices participated 10, Average loss 0.003, Central accuracy on global test data 94.812, Ensemble accuracy on global test data 90.518, Local accuracy on global train data 59.924, Local accuracy on local train data 99.900
Round 1284, Devices participated 10, Average loss 0.003, Central accuracy on global test data 95.142, Ensemble accuracy on global test data 91.729, Local accuracy on global train data 70.366, Local accuracy on local train data 99.900
Round 1285, Devices participated 10, Average loss 0.003, Central accuracy on global test data 94.842, Ensemble accuracy on global test data 90.244, Local accuracy on global train data 67.529, Local accuracy on local train data 99.867
Round 1286, Devices participated 10, Average loss 0.004, Central accuracy on global test data 94.431, Ensemble accuracy on global test data 87.832, Local accuracy on global train data 58.872, Local accuracy on local train data 99.883
Round 1287, Devices participated 10, Average loss 0.002, Central accuracy on global test data 94.501, Ensemble accuracy on global test data 91.680, Local accuracy on global train data 68.962, Local accuracy on local train data 99.950
Round 1288, Devices participated 10, Average loss 0.003, Central accuracy on global test data 93.930, Ensemble accuracy on global test data 91.191, Local accuracy on global train data 66.448, Local accuracy on local train data 99.900
Round 1289, Devices participated 10, Average loss 0.004, Central accuracy on global test data 95.162, Ensemble accuracy on global test data 85.059, Local accuracy on global train data 62.178, Local accuracy on local train data 99.867
Round 1290, Devices participated 10, Average loss 0.004, Central accuracy on global test data 94.601, Ensemble accuracy on global test data 92.510, Local accuracy on global train data 56.365, Local accuracy on local train data 99.883
Round 1291, Devices participated 10, Average loss 0.003, Central accuracy on global test data 94.902, Ensemble accuracy on global test data 91.113, Local accuracy on global train data 64.128, Local accuracy on local train data 99.933
Round 1292, Devices participated 10, Average loss 0.002, Central accuracy on global test data 94.992, Ensemble accuracy on global test data 93.477, Local accuracy on global train data 69.258, Local accuracy on local train data 99.950
Round 1293, Devices participated 10, Average loss 0.005, Central accuracy on global test data 95.142, Ensemble accuracy on global test data 91.172, Local accuracy on global train data 63.694, Local accuracy on local train data 99.867
Round 1294, Devices participated 10, Average loss 0.004, Central accuracy on global test data 95.483, Ensemble accuracy on global test data 91.816, Local accuracy on global train data 57.080, Local accuracy on local train data 99.900
Round 1295, Devices participated 10, Average loss 0.003, Central accuracy on global test data 95.563, Ensemble accuracy on global test data 91.748, Local accuracy on global train data 69.402, Local accuracy on local train data 99.917
Round 1296, Devices participated 10, Average loss 0.003, Central accuracy on global test data 95.302, Ensemble accuracy on global test data 92.178, Local accuracy on global train data 57.988, Local accuracy on local train data 99.900
Round 1297, Devices participated 10, Average loss 0.005, Central accuracy on global test data 93.460, Ensemble accuracy on global test data 88.018, Local accuracy on global train data 55.215, Local accuracy on local train data 99.850
Round 1298, Devices participated 10, Average loss 0.003, Central accuracy on global test data 94.982, Ensemble accuracy on global test data 92.070, Local accuracy on global train data 65.383, Local accuracy on local train data 99.967
Round 1299, Devices participated 10, Average loss 0.003, Central accuracy on global test data 94.561, Ensemble accuracy on global test data 91.426, Local accuracy on global train data 68.652, Local accuracy on local train data 99.917
Round 1300, Devices participated 10, Average loss 0.010, Central accuracy on global test data 94.782, Ensemble accuracy on global test data 91.572, Local accuracy on global train data 62.039, Local accuracy on local train data 99.833
Round 1301, Devices participated 10, Average loss 0.003, Central accuracy on global test data 93.319, Ensemble accuracy on global test data 91.670, Local accuracy on global train data 71.311, Local accuracy on local train data 99.950
Round 1302, Devices participated 10, Average loss 0.002, Central accuracy on global test data 92.328, Ensemble accuracy on global test data 92.871, Local accuracy on global train data 76.531, Local accuracy on local train data 99.950
Round 1303, Devices participated 10, Average loss 0.003, Central accuracy on global test data 94.151, Ensemble accuracy on global test data 92.285, Local accuracy on global train data 60.232, Local accuracy on local train data 99.917
Round 1304, Devices participated 10, Average loss 0.003, Central accuracy on global test data 92.768, Ensemble accuracy on global test data 90.967, Local accuracy on global train data 65.168, Local accuracy on local train data 99.933
Round 1305, Devices participated 10, Average loss 0.004, Central accuracy on global test data 92.748, Ensemble accuracy on global test data 89.170, Local accuracy on global train data 59.163, Local accuracy on local train data 99.900
Round 1306, Devices participated 10, Average loss 0.004, Central accuracy on global test data 94.281, Ensemble accuracy on global test data 92.578, Local accuracy on global train data 63.518, Local accuracy on local train data 99.883
Round 1307, Devices participated 10, Average loss 0.006, Central accuracy on global test data 94.571, Ensemble accuracy on global test data 90.088, Local accuracy on global train data 58.171, Local accuracy on local train data 99.783
Round 1308, Devices participated 10, Average loss 0.003, Central accuracy on global test data 95.353, Ensemble accuracy on global test data 92.578, Local accuracy on global train data 73.306, Local accuracy on local train data 99.983
Round 1309, Devices participated 10, Average loss 0.003, Central accuracy on global test data 95.052, Ensemble accuracy on global test data 84.297, Local accuracy on global train data 70.566, Local accuracy on local train data 99.867
Round 1310, Devices participated 10, Average loss 0.004, Central accuracy on global test data 94.802, Ensemble accuracy on global test data 90.078, Local accuracy on global train data 58.726, Local accuracy on local train data 99.883
Round 1311, Devices participated 10, Average loss 0.004, Central accuracy on global test data 94.692, Ensemble accuracy on global test data 89.395, Local accuracy on global train data 57.913, Local accuracy on local train data 99.900
Round 1312, Devices participated 10, Average loss 0.004, Central accuracy on global test data 94.121, Ensemble accuracy on global test data 86.396, Local accuracy on global train data 67.000, Local accuracy on local train data 99.917
Round 1313, Devices participated 10, Average loss 0.002, Central accuracy on global test data 91.797, Ensemble accuracy on global test data 92.520, Local accuracy on global train data 73.804, Local accuracy on local train data 99.933
Round 1314, Devices participated 10, Average loss 0.004, Central accuracy on global test data 92.608, Ensemble accuracy on global test data 91.426, Local accuracy on global train data 62.874, Local accuracy on local train data 99.867
Round 1315, Devices participated 10, Average loss 0.004, Central accuracy on global test data 94.000, Ensemble accuracy on global test data 91.289, Local accuracy on global train data 58.530, Local accuracy on local train data 99.917
Round 1316, Devices participated 10, Average loss 0.003, Central accuracy on global test data 93.550, Ensemble accuracy on global test data 88.135, Local accuracy on global train data 60.500, Local accuracy on local train data 99.900
Round 1317, Devices participated 10, Average loss 0.002, Central accuracy on global test data 94.551, Ensemble accuracy on global test data 92.344, Local accuracy on global train data 71.267, Local accuracy on local train data 99.933
Round 1318, Devices participated 10, Average loss 0.003, Central accuracy on global test data 95.443, Ensemble accuracy on global test data 87.412, Local accuracy on global train data 62.629, Local accuracy on local train data 99.900
Round 1319, Devices participated 10, Average loss 0.003, Central accuracy on global test data 95.323, Ensemble accuracy on global test data 92.490, Local accuracy on global train data 66.299, Local accuracy on local train data 99.917
Round 1320, Devices participated 10, Average loss 0.004, Central accuracy on global test data 95.192, Ensemble accuracy on global test data 92.129, Local accuracy on global train data 64.832, Local accuracy on local train data 99.917
Round 1321, Devices participated 10, Average loss 0.003, Central accuracy on global test data 94.902, Ensemble accuracy on global test data 91.924, Local accuracy on global train data 69.841, Local accuracy on local train data 99.933
Round 1322, Devices participated 10, Average loss 0.003, Central accuracy on global test data 95.443, Ensemble accuracy on global test data 89.580, Local accuracy on global train data 58.169, Local accuracy on local train data 99.867
Round 1323, Devices participated 10, Average loss 0.002, Central accuracy on global test data 94.671, Ensemble accuracy on global test data 90.518, Local accuracy on global train data 70.466, Local accuracy on local train data 99.917
Round 1324, Devices participated 10, Average loss 0.003, Central accuracy on global test data 94.762, Ensemble accuracy on global test data 90.986, Local accuracy on global train data 61.794, Local accuracy on local train data 99.917
Round 1325, Devices participated 10, Average loss 0.002, Central accuracy on global test data 95.282, Ensemble accuracy on global test data 92.598, Local accuracy on global train data 71.426, Local accuracy on local train data 99.917
Round 1326, Devices participated 10, Average loss 0.002, Central accuracy on global test data 95.052, Ensemble accuracy on global test data 92.979, Local accuracy on global train data 69.509, Local accuracy on local train data 99.967
Round 1327, Devices participated 10, Average loss 0.003, Central accuracy on global test data 94.341, Ensemble accuracy on global test data 87.607, Local accuracy on global train data 66.863, Local accuracy on local train data 99.917
Round 1328, Devices participated 10, Average loss 0.002, Central accuracy on global test data 94.992, Ensemble accuracy on global test data 92.432, Local accuracy on global train data 67.268, Local accuracy on local train data 99.933
Round 1329, Devices participated 10, Average loss 0.013, Central accuracy on global test data 95.032, Ensemble accuracy on global test data 91.445, Local accuracy on global train data 67.766, Local accuracy on local train data 99.733
Round 1330, Devices participated 10, Average loss 0.004, Central accuracy on global test data 95.002, Ensemble accuracy on global test data 91.455, Local accuracy on global train data 71.592, Local accuracy on local train data 99.850
Round 1331, Devices participated 10, Average loss 0.002, Central accuracy on global test data 94.471, Ensemble accuracy on global test data 92.246, Local accuracy on global train data 73.870, Local accuracy on local train data 99.950
Round 1332, Devices participated 10, Average loss 0.003, Central accuracy on global test data 94.832, Ensemble accuracy on global test data 92.803, Local accuracy on global train data 64.136, Local accuracy on local train data 99.933
Round 1333, Devices participated 10, Average loss 0.003, Central accuracy on global test data 94.661, Ensemble accuracy on global test data 92.881, Local accuracy on global train data 75.229, Local accuracy on local train data 99.917
Round 1334, Devices participated 10, Average loss 0.004, Central accuracy on global test data 95.142, Ensemble accuracy on global test data 90.967, Local accuracy on global train data 54.695, Local accuracy on local train data 99.850
Round 1335, Devices participated 10, Average loss 0.004, Central accuracy on global test data 95.022, Ensemble accuracy on global test data 79.258, Local accuracy on global train data 58.926, Local accuracy on local train data 99.867
Round 1336, Devices participated 10, Average loss 0.002, Central accuracy on global test data 95.262, Ensemble accuracy on global test data 92.207, Local accuracy on global train data 62.073, Local accuracy on local train data 99.917
Round 1337, Devices participated 10, Average loss 0.003, Central accuracy on global test data 95.533, Ensemble accuracy on global test data 91.836, Local accuracy on global train data 59.895, Local accuracy on local train data 99.900
Round 1338, Devices participated 10, Average loss 0.002, Central accuracy on global test data 95.383, Ensemble accuracy on global test data 89.834, Local accuracy on global train data 66.487, Local accuracy on local train data 99.950
Round 1339, Devices participated 10, Average loss 0.003, Central accuracy on global test data 95.703, Ensemble accuracy on global test data 93.125, Local accuracy on global train data 67.888, Local accuracy on local train data 99.900
Round 1340, Devices participated 10, Average loss 0.003, Central accuracy on global test data 94.732, Ensemble accuracy on global test data 91.074, Local accuracy on global train data 64.453, Local accuracy on local train data 99.917
Round 1341, Devices participated 10, Average loss 0.002, Central accuracy on global test data 95.703, Ensemble accuracy on global test data 92.461, Local accuracy on global train data 69.709, Local accuracy on local train data 99.950
Round 1342, Devices participated 10, Average loss 0.004, Central accuracy on global test data 92.468, Ensemble accuracy on global test data 82.578, Local accuracy on global train data 54.265, Local accuracy on local train data 99.850
Round 1343, Devices participated 10, Average loss 0.003, Central accuracy on global test data 93.740, Ensemble accuracy on global test data 89.932, Local accuracy on global train data 61.064, Local accuracy on local train data 99.900
Round 1344, Devices participated 10, Average loss 0.007, Central accuracy on global test data 94.030, Ensemble accuracy on global test data 86.963, Local accuracy on global train data 65.969, Local accuracy on local train data 99.800
Round 1345, Devices participated 10, Average loss 0.010, Central accuracy on global test data 92.618, Ensemble accuracy on global test data 92.314, Local accuracy on global train data 58.982, Local accuracy on local train data 99.667
Round 1346, Devices participated 10, Average loss 0.004, Central accuracy on global test data 91.997, Ensemble accuracy on global test data 90.801, Local accuracy on global train data 64.597, Local accuracy on local train data 99.917
Round 1347, Devices participated 10, Average loss 0.004, Central accuracy on global test data 91.526, Ensemble accuracy on global test data 89.775, Local accuracy on global train data 53.989, Local accuracy on local train data 99.900
Round 1348, Devices participated 10, Average loss 0.003, Central accuracy on global test data 92.228, Ensemble accuracy on global test data 91.631, Local accuracy on global train data 64.109, Local accuracy on local train data 99.950
Round 1349, Devices participated 10, Average loss 0.003, Central accuracy on global test data 95.102, Ensemble accuracy on global test data 88.105, Local accuracy on global train data 67.021, Local accuracy on local train data 99.867
Round 1350, Devices participated 10, Average loss 0.004, Central accuracy on global test data 94.511, Ensemble accuracy on global test data 86.982, Local accuracy on global train data 60.281, Local accuracy on local train data 99.900
Round 1351, Devices participated 10, Average loss 0.004, Central accuracy on global test data 94.932, Ensemble accuracy on global test data 87.197, Local accuracy on global train data 48.196, Local accuracy on local train data 99.850
Round 1352, Devices participated 10, Average loss 0.006, Central accuracy on global test data 93.139, Ensemble accuracy on global test data 90.938, Local accuracy on global train data 63.767, Local accuracy on local train data 99.883
Round 1353, Devices participated 10, Average loss 0.002, Central accuracy on global test data 94.872, Ensemble accuracy on global test data 92.510, Local accuracy on global train data 70.515, Local accuracy on local train data 99.967
Round 1354, Devices participated 10, Average loss 0.004, Central accuracy on global test data 94.692, Ensemble accuracy on global test data 87.090, Local accuracy on global train data 69.045, Local accuracy on local train data 99.900
Round 1355, Devices participated 10, Average loss 0.002, Central accuracy on global test data 93.680, Ensemble accuracy on global test data 91.631, Local accuracy on global train data 68.987, Local accuracy on local train data 99.933
Round 1356, Devices participated 10, Average loss 0.005, Central accuracy on global test data 95.282, Ensemble accuracy on global test data 89.141, Local accuracy on global train data 52.856, Local accuracy on local train data 99.833
Round 1357, Devices participated 10, Average loss 0.004, Central accuracy on global test data 94.241, Ensemble accuracy on global test data 85.859, Local accuracy on global train data 61.484, Local accuracy on local train data 99.900
Round 1358, Devices participated 10, Average loss 0.004, Central accuracy on global test data 93.339, Ensemble accuracy on global test data 88.574, Local accuracy on global train data 57.607, Local accuracy on local train data 99.900
Round 1359, Devices participated 10, Average loss 0.003, Central accuracy on global test data 95.022, Ensemble accuracy on global test data 93.262, Local accuracy on global train data 63.848, Local accuracy on local train data 99.917
Round 1360, Devices participated 10, Average loss 0.004, Central accuracy on global test data 94.401, Ensemble accuracy on global test data 92.695, Local accuracy on global train data 72.185, Local accuracy on local train data 99.933
Round 1361, Devices participated 10, Average loss 0.002, Central accuracy on global test data 95.242, Ensemble accuracy on global test data 91.426, Local accuracy on global train data 71.995, Local accuracy on local train data 99.950
Round 1362, Devices participated 10, Average loss 0.003, Central accuracy on global test data 93.950, Ensemble accuracy on global test data 91.514, Local accuracy on global train data 66.260, Local accuracy on local train data 99.900
Round 1363, Devices participated 10, Average loss 0.002, Central accuracy on global test data 95.202, Ensemble accuracy on global test data 92.803, Local accuracy on global train data 62.705, Local accuracy on local train data 99.933
Round 1364, Devices participated 10, Average loss 0.012, Central accuracy on global test data 95.483, Ensemble accuracy on global test data 89.980, Local accuracy on global train data 63.440, Local accuracy on local train data 99.750
Round 1365, Devices participated 10, Average loss 0.004, Central accuracy on global test data 95.653, Ensemble accuracy on global test data 91.133, Local accuracy on global train data 66.941, Local accuracy on local train data 99.900
Round 1366, Devices participated 10, Average loss 0.003, Central accuracy on global test data 95.383, Ensemble accuracy on global test data 91.865, Local accuracy on global train data 62.000, Local accuracy on local train data 99.933
Round 1367, Devices participated 10, Average loss 0.004, Central accuracy on global test data 94.702, Ensemble accuracy on global test data 91.475, Local accuracy on global train data 61.055, Local accuracy on local train data 99.900
Round 1368, Devices participated 10, Average loss 0.003, Central accuracy on global test data 95.353, Ensemble accuracy on global test data 91.650, Local accuracy on global train data 64.241, Local accuracy on local train data 99.900
Round 1369, Devices participated 10, Average loss 0.018, Central accuracy on global test data 94.842, Ensemble accuracy on global test data 89.131, Local accuracy on global train data 57.402, Local accuracy on local train data 99.667
Round 1370, Devices participated 10, Average loss 0.003, Central accuracy on global test data 95.252, Ensemble accuracy on global test data 89.902, Local accuracy on global train data 63.174, Local accuracy on local train data 99.900
Round 1371, Devices participated 10, Average loss 0.004, Central accuracy on global test data 95.633, Ensemble accuracy on global test data 85.596, Local accuracy on global train data 65.291, Local accuracy on local train data 99.867
Round 1372, Devices participated 10, Average loss 0.002, Central accuracy on global test data 95.272, Ensemble accuracy on global test data 87.812, Local accuracy on global train data 72.417, Local accuracy on local train data 99.950
Round 1373, Devices participated 10, Average loss 0.003, Central accuracy on global test data 94.491, Ensemble accuracy on global test data 88.623, Local accuracy on global train data 67.390, Local accuracy on local train data 99.933
Round 1374, Devices participated 10, Average loss 0.002, Central accuracy on global test data 94.732, Ensemble accuracy on global test data 89.697, Local accuracy on global train data 66.946, Local accuracy on local train data 99.917
Round 1375, Devices participated 10, Average loss 0.003, Central accuracy on global test data 94.481, Ensemble accuracy on global test data 92.012, Local accuracy on global train data 65.037, Local accuracy on local train data 99.900
Round 1376, Devices participated 10, Average loss 0.003, Central accuracy on global test data 95.242, Ensemble accuracy on global test data 91.670, Local accuracy on global train data 65.464, Local accuracy on local train data 99.900
Round 1377, Devices participated 10, Average loss 0.003, Central accuracy on global test data 94.912, Ensemble accuracy on global test data 90.186, Local accuracy on global train data 51.992, Local accuracy on local train data 99.867
Round 1378, Devices participated 10, Average loss 0.002, Central accuracy on global test data 94.942, Ensemble accuracy on global test data 93.223, Local accuracy on global train data 73.342, Local accuracy on local train data 99.983
Round 1379, Devices participated 10, Average loss 0.002, Central accuracy on global test data 95.212, Ensemble accuracy on global test data 91.885, Local accuracy on global train data 68.225, Local accuracy on local train data 99.933
Round 1380, Devices participated 10, Average loss 0.003, Central accuracy on global test data 94.621, Ensemble accuracy on global test data 92.627, Local accuracy on global train data 74.243, Local accuracy on local train data 99.933
Round 1381, Devices participated 10, Average loss 0.057, Central accuracy on global test data 95.132, Ensemble accuracy on global test data 92.969, Local accuracy on global train data 52.612, Local accuracy on local train data 99.450
Round 1382, Devices participated 10, Average loss 0.002, Central accuracy on global test data 94.742, Ensemble accuracy on global test data 90.596, Local accuracy on global train data 63.811, Local accuracy on local train data 99.917
Round 1383, Devices participated 10, Average loss 0.003, Central accuracy on global test data 95.503, Ensemble accuracy on global test data 91.885, Local accuracy on global train data 68.069, Local accuracy on local train data 99.917
Round 1384, Devices participated 10, Average loss 0.002, Central accuracy on global test data 95.152, Ensemble accuracy on global test data 92.549, Local accuracy on global train data 75.503, Local accuracy on local train data 99.983
Round 1385, Devices participated 10, Average loss 0.002, Central accuracy on global test data 94.211, Ensemble accuracy on global test data 92.305, Local accuracy on global train data 66.748, Local accuracy on local train data 99.950
Round 1386, Devices participated 10, Average loss 0.002, Central accuracy on global test data 93.670, Ensemble accuracy on global test data 91.904, Local accuracy on global train data 70.449, Local accuracy on local train data 99.933
Round 1387, Devices participated 10, Average loss 0.003, Central accuracy on global test data 93.189, Ensemble accuracy on global test data 82.979, Local accuracy on global train data 67.651, Local accuracy on local train data 99.883
Round 1388, Devices participated 10, Average loss 0.006, Central accuracy on global test data 94.161, Ensemble accuracy on global test data 91.289, Local accuracy on global train data 49.763, Local accuracy on local train data 99.833
Round 1389, Devices participated 10, Average loss 0.002, Central accuracy on global test data 93.049, Ensemble accuracy on global test data 91.816, Local accuracy on global train data 68.699, Local accuracy on local train data 99.967
Round 1390, Devices participated 10, Average loss 0.004, Central accuracy on global test data 95.493, Ensemble accuracy on global test data 91.133, Local accuracy on global train data 58.892, Local accuracy on local train data 99.917
Round 1391, Devices participated 10, Average loss 0.002, Central accuracy on global test data 94.621, Ensemble accuracy on global test data 92.549, Local accuracy on global train data 74.561, Local accuracy on local train data 99.933
Round 1392, Devices participated 10, Average loss 0.015, Central accuracy on global test data 94.381, Ensemble accuracy on global test data 90.410, Local accuracy on global train data 69.028, Local accuracy on local train data 99.767
Round 1393, Devices participated 10, Average loss 0.003, Central accuracy on global test data 94.641, Ensemble accuracy on global test data 92.100, Local accuracy on global train data 65.227, Local accuracy on local train data 99.917
Round 1394, Devices participated 10, Average loss 0.002, Central accuracy on global test data 94.742, Ensemble accuracy on global test data 92.002, Local accuracy on global train data 75.486, Local accuracy on local train data 99.983
Round 1395, Devices participated 10, Average loss 0.011, Central accuracy on global test data 95.453, Ensemble accuracy on global test data 90.244, Local accuracy on global train data 59.602, Local accuracy on local train data 99.750
Round 1396, Devices participated 10, Average loss 0.004, Central accuracy on global test data 95.252, Ensemble accuracy on global test data 82.461, Local accuracy on global train data 55.928, Local accuracy on local train data 99.883
Round 1397, Devices participated 10, Average loss 0.001, Central accuracy on global test data 95.312, Ensemble accuracy on global test data 93.496, Local accuracy on global train data 73.616, Local accuracy on local train data 100.000
Round 1398, Devices participated 10, Average loss 0.021, Central accuracy on global test data 95.122, Ensemble accuracy on global test data 78.408, Local accuracy on global train data 56.211, Local accuracy on local train data 99.517
Round 1399, Devices participated 10, Average loss 0.002, Central accuracy on global test data 95.002, Ensemble accuracy on global test data 92.246, Local accuracy on global train data 72.073, Local accuracy on local train data 99.967
Round 1400, Devices participated 10, Average loss 0.004, Central accuracy on global test data 94.932, Ensemble accuracy on global test data 87.559, Local accuracy on global train data 47.427, Local accuracy on local train data 99.867
Round 1401, Devices participated 10, Average loss 0.004, Central accuracy on global test data 94.131, Ensemble accuracy on global test data 84.170, Local accuracy on global train data 61.824, Local accuracy on local train data 99.917
Round 1402, Devices participated 10, Average loss 0.003, Central accuracy on global test data 94.902, Ensemble accuracy on global test data 92.422, Local accuracy on global train data 68.303, Local accuracy on local train data 99.967
Round 1403, Devices participated 10, Average loss 0.028, Central accuracy on global test data 95.393, Ensemble accuracy on global test data 88.779, Local accuracy on global train data 60.061, Local accuracy on local train data 99.533
Round 1404, Devices participated 10, Average loss 0.005, Central accuracy on global test data 95.363, Ensemble accuracy on global test data 90.273, Local accuracy on global train data 53.708, Local accuracy on local train data 99.833
Round 1405, Devices participated 10, Average loss 0.002, Central accuracy on global test data 95.393, Ensemble accuracy on global test data 91.738, Local accuracy on global train data 61.992, Local accuracy on local train data 99.917
Round 1406, Devices participated 10, Average loss 0.003, Central accuracy on global test data 95.543, Ensemble accuracy on global test data 91.650, Local accuracy on global train data 67.842, Local accuracy on local train data 99.917
