python main_dfan.py --dataset mnist --model mlp --epochs 500 --gpu 0 --num_channels 1 --local_bs 10 --frac 0.1 --local_ep 1 --momentum 0.5 --lr_S 0.1 --lr_G 0.01 --ensemble_mode 1
MLP(
  (layer_input): Linear(in_features=784, out_features=200, bias=True)
  (relu): ReLU()
  (layer_hidden1): Linear(in_features=200, out_features=200, bias=True)
  (layer_hidden2): Linear(in_features=200, out_features=10, bias=True)
)
Round   0, Devices participated 10, Average loss 0.287, Central accuracy on global test data 43.872, Ensemble accuracy on global test data 22.510, Local accuracy on global train data 11.675, Local accuracy on local train data 95.050
Round 319, Devices participated 10, Average loss 0.124, Central accuracy on global test data 67.871, Ensemble accuracy on global test data 69.897, Local accuracy on global train data 46.123, Local accuracy on local train data 98.433
Round 320, Devices participated 10, Average loss 0.117, Central accuracy on global test data 68.726, Ensemble accuracy on global test data 69.043, Local accuracy on global train data 41.060, Local accuracy on local train data 98.583
Round 321, Devices participated 10, Average loss 0.101, Central accuracy on global test data 52.466, Ensemble accuracy on global test data 67.749, Local accuracy on global train data 40.232, Local accuracy on local train data 98.417
Round 322, Devices participated 10, Average loss 0.133, Central accuracy on global test data 59.766, Ensemble accuracy on global test data 65.796, Local accuracy on global train data 45.061, Local accuracy on local train data 98.400
Round 323, Devices participated 10, Average loss 0.126, Central accuracy on global test data 68.726, Ensemble accuracy on global test data 73.364, Local accuracy on global train data 46.284, Local accuracy on local train data 97.983
Round 324, Devices participated 10, Average loss 0.146, Central accuracy on global test data 73.047, Ensemble accuracy on global test data 75.024, Local accuracy on global train data 49.675, Local accuracy on local train data 98.217
Round 325, Devices participated 10, Average loss 0.101, Central accuracy on global test data 61.719, Ensemble accuracy on global test data 70.483, Local accuracy on global train data 54.263, Local accuracy on local train data 98.550
Round 326, Devices participated 10, Average loss 0.079, Central accuracy on global test data 64.941, Ensemble accuracy on global test data 65.869, Local accuracy on global train data 52.053, Local accuracy on local train data 98.750
Round 327, Devices participated 10, Average loss 0.147, Central accuracy on global test data 58.398, Ensemble accuracy on global test data 76.050, Local accuracy on global train data 47.581, Local accuracy on local train data 98.250
Round 328, Devices participated 10, Average loss 0.145, Central accuracy on global test data 70.288, Ensemble accuracy on global test data 77.002, Local accuracy on global train data 44.622, Local accuracy on local train data 98.183
Round 329, Devices participated 10, Average loss 0.138, Central accuracy on global test data 70.386, Ensemble accuracy on global test data 72.388, Local accuracy on global train data 55.564, Local accuracy on local train data 98.367
Round 330, Devices participated 10, Average loss 0.183, Central accuracy on global test data 71.338, Ensemble accuracy on global test data 81.567, Local accuracy on global train data 49.102, Local accuracy on local train data 97.983
Round 331, Devices participated 10, Average loss 0.107, Central accuracy on global test data 67.993, Ensemble accuracy on global test data 75.586, Local accuracy on global train data 58.923, Local accuracy on local train data 98.383
Round 332, Devices participated 10, Average loss 0.123, Central accuracy on global test data 59.009, Ensemble accuracy on global test data 75.391, Local accuracy on global train data 44.817, Local accuracy on local train data 98.433
Round 333, Devices participated 10, Average loss 0.167, Central accuracy on global test data 67.505, Ensemble accuracy on global test data 75.635, Local accuracy on global train data 48.430, Local accuracy on local train data 97.983
Round 334, Devices participated 10, Average loss 0.063, Central accuracy on global test data 62.988, Ensemble accuracy on global test data 68.091, Local accuracy on global train data 48.333, Local accuracy on local train data 98.917
Round 335, Devices participated 10, Average loss 0.084, Central accuracy on global test data 67.603, Ensemble accuracy on global test data 75.464, Local accuracy on global train data 48.816, Local accuracy on local train data 98.650
Round 336, Devices participated 10, Average loss 0.140, Central accuracy on global test data 65.649, Ensemble accuracy on global test data 76.270, Local accuracy on global train data 52.507, Local accuracy on local train data 98.100
Round 337, Devices participated 10, Average loss 0.094, Central accuracy on global test data 72.363, Ensemble accuracy on global test data 74.365, Local accuracy on global train data 53.401, Local accuracy on local train data 98.517
Round 338, Devices participated 10, Average loss 0.202, Central accuracy on global test data 66.528, Ensemble accuracy on global test data 73.853, Local accuracy on global train data 47.683, Local accuracy on local train data 97.850
Round 339, Devices participated 10, Average loss 0.066, Central accuracy on global test data 59.033, Ensemble accuracy on global test data 72.827, Local accuracy on global train data 40.591, Local accuracy on local train data 98.750
Round 340, Devices participated 10, Average loss 0.100, Central accuracy on global test data 69.482, Ensemble accuracy on global test data 66.089, Local accuracy on global train data 43.235, Local accuracy on local train data 98.533
Round 341, Devices participated 10, Average loss 0.109, Central accuracy on global test data 62.573, Ensemble accuracy on global test data 73.779, Local accuracy on global train data 58.379, Local accuracy on local train data 98.567
Round 342, Devices participated 10, Average loss 0.073, Central accuracy on global test data 64.355, Ensemble accuracy on global test data 67.480, Local accuracy on global train data 48.708, Local accuracy on local train data 98.867
Round 343, Devices participated 10, Average loss 0.135, Central accuracy on global test data 77.588, Ensemble accuracy on global test data 69.849, Local accuracy on global train data 48.755, Local accuracy on local train data 98.417
Round 344, Devices participated 10, Average loss 0.083, Central accuracy on global test data 67.456, Ensemble accuracy on global test data 77.930, Local accuracy on global train data 56.448, Local accuracy on local train data 98.550
Round 345, Devices participated 10, Average loss 0.104, Central accuracy on global test data 64.307, Ensemble accuracy on global test data 70.483, Local accuracy on global train data 46.370, Local accuracy on local train data 98.500
Round 346, Devices participated 10, Average loss 0.113, Central accuracy on global test data 73.145, Ensemble accuracy on global test data 77.832, Local accuracy on global train data 49.500, Local accuracy on local train data 98.500
Round 347, Devices participated 10, Average loss 0.075, Central accuracy on global test data 66.309, Ensemble accuracy on global test data 76.709, Local accuracy on global train data 61.870, Local accuracy on local train data 98.967
Round 348, Devices participated 10, Average loss 0.141, Central accuracy on global test data 69.019, Ensemble accuracy on global test data 72.681, Local accuracy on global train data 44.731, Local accuracy on local train data 98.350
Round 349, Devices participated 10, Average loss 0.090, Central accuracy on global test data 71.655, Ensemble accuracy on global test data 80.151, Local accuracy on global train data 55.278, Local accuracy on local train data 98.633
Round 350, Devices participated 10, Average loss 0.112, Central accuracy on global test data 66.016, Ensemble accuracy on global test data 73.145, Local accuracy on global train data 59.082, Local accuracy on local train data 98.533
Round 351, Devices participated 10, Average loss 0.150, Central accuracy on global test data 63.086, Ensemble accuracy on global test data 75.293, Local accuracy on global train data 50.701, Local accuracy on local train data 98.483
Round 352, Devices participated 10, Average loss 0.098, Central accuracy on global test data 68.945, Ensemble accuracy on global test data 75.391, Local accuracy on global train data 48.477, Local accuracy on local train data 98.633
Round 353, Devices participated 10, Average loss 0.076, Central accuracy on global test data 69.531, Ensemble accuracy on global test data 75.244, Local accuracy on global train data 53.303, Local accuracy on local train data 98.817
Round 354, Devices participated 10, Average loss 0.087, Central accuracy on global test data 64.014, Ensemble accuracy on global test data 71.484, Local accuracy on global train data 50.674, Local accuracy on local train data 98.517
Round 355, Devices participated 10, Average loss 0.151, Central accuracy on global test data 67.139, Ensemble accuracy on global test data 68.994, Local accuracy on global train data 46.047, Local accuracy on local train data 98.117
Round 356, Devices participated 10, Average loss 0.073, Central accuracy on global test data 63.794, Ensemble accuracy on global test data 73.120, Local accuracy on global train data 48.301, Local accuracy on local train data 98.867
Round 357, Devices participated 10, Average loss 0.129, Central accuracy on global test data 62.451, Ensemble accuracy on global test data 71.606, Local accuracy on global train data 52.241, Local accuracy on local train data 98.517
Round 358, Devices participated 10, Average loss 0.129, Central accuracy on global test data 75.757, Ensemble accuracy on global test data 72.046, Local accuracy on global train data 50.581, Local accuracy on local train data 98.100
Round 359, Devices participated 10, Average loss 0.088, Central accuracy on global test data 63.916, Ensemble accuracy on global test data 75.903, Local accuracy on global train data 49.805, Local accuracy on local train data 98.767
Round 360, Devices participated 10, Average loss 0.094, Central accuracy on global test data 61.646, Ensemble accuracy on global test data 69.702, Local accuracy on global train data 40.278, Local accuracy on local train data 98.833
Round 361, Devices participated 10, Average loss 0.124, Central accuracy on global test data 65.771, Ensemble accuracy on global test data 73.096, Local accuracy on global train data 49.619, Local accuracy on local train data 98.067
Round 362, Devices participated 10, Average loss 0.148, Central accuracy on global test data 61.035, Ensemble accuracy on global test data 78.906, Local accuracy on global train data 46.169, Local accuracy on local train data 98.467
Round 363, Devices participated 10, Average loss 0.089, Central accuracy on global test data 70.312, Ensemble accuracy on global test data 74.243, Local accuracy on global train data 47.864, Local accuracy on local train data 98.400
Round 364, Devices participated 10, Average loss 0.059, Central accuracy on global test data 59.106, Ensemble accuracy on global test data 66.431, Local accuracy on global train data 55.396, Local accuracy on local train data 98.983
Round 365, Devices participated 10, Average loss 0.143, Central accuracy on global test data 66.602, Ensemble accuracy on global test data 66.382, Local accuracy on global train data 44.102, Local accuracy on local train data 98.650
Round 366, Devices participated 10, Average loss 0.085, Central accuracy on global test data 75.488, Ensemble accuracy on global test data 75.488, Local accuracy on global train data 48.831, Local accuracy on local train data 98.683
Round 367, Devices participated 10, Average loss 0.147, Central accuracy on global test data 73.438, Ensemble accuracy on global test data 76.758, Local accuracy on global train data 51.479, Local accuracy on local train data 98.300
Round 368, Devices participated 10, Average loss 0.068, Central accuracy on global test data 62.305, Ensemble accuracy on global test data 72.827, Local accuracy on global train data 49.568, Local accuracy on local train data 98.833
Round 369, Devices participated 10, Average loss 0.089, Central accuracy on global test data 60.107, Ensemble accuracy on global test data 65.479, Local accuracy on global train data 52.017, Local accuracy on local train data 98.550
Round 370, Devices participated 10, Average loss 0.104, Central accuracy on global test data 62.524, Ensemble accuracy on global test data 66.016, Local accuracy on global train data 41.980, Local accuracy on local train data 98.900
Round 371, Devices participated 10, Average loss 0.149, Central accuracy on global test data 65.527, Ensemble accuracy on global test data 68.530, Local accuracy on global train data 44.915, Local accuracy on local train data 98.317
Round 372, Devices participated 10, Average loss 0.103, Central accuracy on global test data 65.454, Ensemble accuracy on global test data 60.693, Local accuracy on global train data 45.393, Local accuracy on local train data 98.317
Round 373, Devices participated 10, Average loss 0.132, Central accuracy on global test data 66.504, Ensemble accuracy on global test data 76.782, Local accuracy on global train data 50.232, Local accuracy on local train data 98.383
Round 374, Devices participated 10, Average loss 0.080, Central accuracy on global test data 45.776, Ensemble accuracy on global test data 63.110, Local accuracy on global train data 47.747, Local accuracy on local train data 98.733
Round 375, Devices participated 10, Average loss 0.154, Central accuracy on global test data 65.796, Ensemble accuracy on global test data 74.512, Local accuracy on global train data 40.588, Local accuracy on local train data 98.033
Round 376, Devices participated 10, Average loss 0.068, Central accuracy on global test data 63.379, Ensemble accuracy on global test data 66.162, Local accuracy on global train data 50.627, Local accuracy on local train data 98.650
Round 377, Devices participated 10, Average loss 0.118, Central accuracy on global test data 70.020, Ensemble accuracy on global test data 69.043, Local accuracy on global train data 51.619, Local accuracy on local train data 98.300
Round 378, Devices participated 10, Average loss 0.101, Central accuracy on global test data 69.092, Ensemble accuracy on global test data 75.000, Local accuracy on global train data 52.971, Local accuracy on local train data 98.200
Round 379, Devices participated 10, Average loss 0.082, Central accuracy on global test data 66.919, Ensemble accuracy on global test data 76.782, Local accuracy on global train data 52.341, Local accuracy on local train data 98.467
Round 380, Devices participated 10, Average loss 0.084, Central accuracy on global test data 68.774, Ensemble accuracy on global test data 74.194, Local accuracy on global train data 50.376, Local accuracy on local train data 98.200
Round 381, Devices participated 10, Average loss 0.062, Central accuracy on global test data 63.184, Ensemble accuracy on global test data 71.777, Local accuracy on global train data 48.999, Local accuracy on local train data 98.433
Round 382, Devices participated 10, Average loss 0.057, Central accuracy on global test data 52.075, Ensemble accuracy on global test data 65.356, Local accuracy on global train data 35.098, Local accuracy on local train data 98.200
Round 383, Devices participated 10, Average loss 0.079, Central accuracy on global test data 35.205, Ensemble accuracy on global test data 60.522, Local accuracy on global train data 25.068, Local accuracy on local train data 98.450
Round 384, Devices participated 10, Average loss 0.134, Central accuracy on global test data 13.623, Ensemble accuracy on global test data 27.100, Local accuracy on global train data 12.017, Local accuracy on local train data 97.600
Round 385, Devices participated 10, Average loss 0.244, Central accuracy on global test data 9.839, Ensemble accuracy on global test data 25.586, Local accuracy on global train data 10.564, Local accuracy on local train data 94.650
Round 386, Devices participated 10, Average loss 0.301, Central accuracy on global test data 9.912, Ensemble accuracy on global test data 15.625, Local accuracy on global train data 10.093, Local accuracy on local train data 93.067
Round 387, Devices participated 10, Average loss 0.483, Central accuracy on global test data 50.146, Ensemble accuracy on global test data 16.162, Local accuracy on global train data 10.044, Local accuracy on local train data 85.117
Round 388, Devices participated 10, Average loss 0.245, Central accuracy on global test data 44.482, Ensemble accuracy on global test data 43.701, Local accuracy on global train data 12.231, Local accuracy on local train data 92.783
Round 389, Devices participated 10, Average loss 0.066, Central accuracy on global test data 50.415, Ensemble accuracy on global test data 49.561, Local accuracy on global train data 21.685, Local accuracy on local train data 98.383
Round 390, Devices participated 10, Average loss 0.124, Central accuracy on global test data 56.104, Ensemble accuracy on global test data 56.299, Local accuracy on global train data 31.155, Local accuracy on local train data 96.667
Round 391, Devices participated 10, Average loss 0.140, Central accuracy on global test data 56.152, Ensemble accuracy on global test data 66.821, Local accuracy on global train data 36.338, Local accuracy on local train data 97.133
Round 392, Devices participated 10, Average loss 0.283, Central accuracy on global test data 57.031, Ensemble accuracy on global test data 71.069, Local accuracy on global train data 35.955, Local accuracy on local train data 97.017
Round 393, Devices participated 10, Average loss 0.124, Central accuracy on global test data 46.826, Ensemble accuracy on global test data 52.661, Local accuracy on global train data 28.486, Local accuracy on local train data 98.450
Round 394, Devices participated 10, Average loss 0.300, Central accuracy on global test data 50.781, Ensemble accuracy on global test data 60.913, Local accuracy on global train data 31.492, Local accuracy on local train data 97.650
Round 395, Devices participated 10, Average loss 0.286, Central accuracy on global test data 56.689, Ensemble accuracy on global test data 64.331, Local accuracy on global train data 33.855, Local accuracy on local train data 97.350
Round 396, Devices participated 10, Average loss 0.206, Central accuracy on global test data 58.276, Ensemble accuracy on global test data 63.110, Local accuracy on global train data 36.458, Local accuracy on local train data 97.767
Round 397, Devices participated 10, Average loss 0.156, Central accuracy on global test data 57.788, Ensemble accuracy on global test data 61.621, Local accuracy on global train data 39.573, Local accuracy on local train data 97.867
Round 398, Devices participated 10, Average loss 0.132, Central accuracy on global test data 55.664, Ensemble accuracy on global test data 63.623, Local accuracy on global train data 36.057, Local accuracy on local train data 98.483
Round 399, Devices participated 10, Average loss 0.132, Central accuracy on global test data 71.436, Ensemble accuracy on global test data 67.139, Local accuracy on global train data 36.299, Local accuracy on local train data 98.167
Round 400, Devices participated 10, Average loss 0.088, Central accuracy on global test data 53.564, Ensemble accuracy on global test data 70.801, Local accuracy on global train data 40.608, Local accuracy on local train data 98.733
Round 401, Devices participated 10, Average loss 0.079, Central accuracy on global test data 49.780, Ensemble accuracy on global test data 57.251, Local accuracy on global train data 36.956, Local accuracy on local train data 98.583
Round 402, Devices participated 10, Average loss 0.119, Central accuracy on global test data 61.279, Ensemble accuracy on global test data 60.474, Local accuracy on global train data 37.930, Local accuracy on local train data 98.683
Round 403, Devices participated 10, Average loss 0.079, Central accuracy on global test data 60.938, Ensemble accuracy on global test data 68.799, Local accuracy on global train data 44.783, Local accuracy on local train data 98.633
Round 404, Devices participated 10, Average loss 0.126, Central accuracy on global test data 54.980, Ensemble accuracy on global test data 66.919, Local accuracy on global train data 43.423, Local accuracy on local train data 98.500
Round 405, Devices participated 10, Average loss 0.066, Central accuracy on global test data 66.260, Ensemble accuracy on global test data 63.965, Local accuracy on global train data 41.912, Local accuracy on local train data 98.917
Round 406, Devices participated 10, Average loss 0.205, Central accuracy on global test data 65.479, Ensemble accuracy on global test data 67.407, Local accuracy on global train data 49.146, Local accuracy on local train data 98.000
Round 407, Devices participated 10, Average loss 0.129, Central accuracy on global test data 67.334, Ensemble accuracy on global test data 72.314, Local accuracy on global train data 47.581, Local accuracy on local train data 97.833
Round 408, Devices participated 10, Average loss 0.118, Central accuracy on global test data 64.429, Ensemble accuracy on global test data 71.313, Local accuracy on global train data 44.377, Local accuracy on local train data 98.250
Round 409, Devices participated 10, Average loss 0.180, Central accuracy on global test data 55.347, Ensemble accuracy on global test data 69.189, Local accuracy on global train data 50.088, Local accuracy on local train data 97.250
Round 410, Devices participated 10, Average loss 0.111, Central accuracy on global test data 62.036, Ensemble accuracy on global test data 60.474, Local accuracy on global train data 36.841, Local accuracy on local train data 98.617
Round 411, Devices participated 10, Average loss 0.096, Central accuracy on global test data 60.815, Ensemble accuracy on global test data 69.775, Local accuracy on global train data 44.724, Local accuracy on local train data 98.433
Round 412, Devices participated 10, Average loss 0.158, Central accuracy on global test data 54.712, Ensemble accuracy on global test data 68.091, Local accuracy on global train data 42.402, Local accuracy on local train data 97.850
Round 413, Devices participated 10, Average loss 0.166, Central accuracy on global test data 50.830, Ensemble accuracy on global test data 58.862, Local accuracy on global train data 43.042, Local accuracy on local train data 98.133
Round 414, Devices participated 10, Average loss 0.164, Central accuracy on global test data 61.646, Ensemble accuracy on global test data 67.627, Local accuracy on global train data 36.775, Local accuracy on local train data 97.600
Round 415, Devices participated 10, Average loss 0.155, Central accuracy on global test data 56.763, Ensemble accuracy on global test data 64.502, Local accuracy on global train data 37.715, Local accuracy on local train data 98.383
Round 416, Devices participated 10, Average loss 0.073, Central accuracy on global test data 57.715, Ensemble accuracy on global test data 66.943, Local accuracy on global train data 43.547, Local accuracy on local train data 98.767
Round 417, Devices participated 10, Average loss 0.174, Central accuracy on global test data 55.542, Ensemble accuracy on global test data 65.186, Local accuracy on global train data 42.600, Local accuracy on local train data 97.733
Round 418, Devices participated 10, Average loss 0.156, Central accuracy on global test data 53.662, Ensemble accuracy on global test data 62.891, Local accuracy on global train data 41.426, Local accuracy on local train data 98.367
Round 419, Devices participated 10, Average loss 0.192, Central accuracy on global test data 55.542, Ensemble accuracy on global test data 72.168, Local accuracy on global train data 47.422, Local accuracy on local train data 97.667
Round 420, Devices participated 10, Average loss 0.087, Central accuracy on global test data 61.084, Ensemble accuracy on global test data 60.425, Local accuracy on global train data 39.202, Local accuracy on local train data 98.950
Round 421, Devices participated 10, Average loss 0.096, Central accuracy on global test data 60.400, Ensemble accuracy on global test data 64.136, Local accuracy on global train data 40.515, Local accuracy on local train data 98.583
Round 422, Devices participated 10, Average loss 0.091, Central accuracy on global test data 52.246, Ensemble accuracy on global test data 64.380, Local accuracy on global train data 47.595, Local accuracy on local train data 98.567
Round 423, Devices participated 10, Average loss 0.151, Central accuracy on global test data 53.638, Ensemble accuracy on global test data 68.066, Local accuracy on global train data 39.045, Local accuracy on local train data 98.267
Round 424, Devices participated 10, Average loss 0.173, Central accuracy on global test data 64.258, Ensemble accuracy on global test data 68.213, Local accuracy on global train data 44.888, Local accuracy on local train data 98.467
Round 425, Devices participated 10, Average loss 0.134, Central accuracy on global test data 61.230, Ensemble accuracy on global test data 70.020, Local accuracy on global train data 47.871, Local accuracy on local train data 98.117
Round 426, Devices participated 10, Average loss 0.142, Central accuracy on global test data 68.945, Ensemble accuracy on global test data 70.264, Local accuracy on global train data 46.030, Local accuracy on local train data 98.200
Round 427, Devices participated 10, Average loss 0.123, Central accuracy on global test data 54.810, Ensemble accuracy on global test data 71.045, Local accuracy on global train data 43.679, Local accuracy on local train data 98.117
Round 428, Devices participated 10, Average loss 0.089, Central accuracy on global test data 72.778, Ensemble accuracy on global test data 66.479, Local accuracy on global train data 43.625, Local accuracy on local train data 98.800
Round 429, Devices participated 10, Average loss 0.091, Central accuracy on global test data 69.702, Ensemble accuracy on global test data 73.706, Local accuracy on global train data 47.542, Local accuracy on local train data 98.717
Round 430, Devices participated 10, Average loss 0.099, Central accuracy on global test data 65.356, Ensemble accuracy on global test data 74.561, Local accuracy on global train data 50.356, Local accuracy on local train data 98.733
Round 431, Devices participated 10, Average loss 0.114, Central accuracy on global test data 64.404, Ensemble accuracy on global test data 73.853, Local accuracy on global train data 44.668, Local accuracy on local train data 98.550
Round 432, Devices participated 10, Average loss 0.092, Central accuracy on global test data 57.593, Ensemble accuracy on global test data 64.575, Local accuracy on global train data 43.257, Local accuracy on local train data 98.817
Round 433, Devices participated 10, Average loss 0.211, Central accuracy on global test data 53.052, Ensemble accuracy on global test data 62.622, Local accuracy on global train data 39.404, Local accuracy on local train data 97.667
Round 434, Devices participated 10, Average loss 0.126, Central accuracy on global test data 64.062, Ensemble accuracy on global test data 71.118, Local accuracy on global train data 47.764, Local accuracy on local train data 98.817
Round 435, Devices participated 10, Average loss 0.364, Central accuracy on global test data 52.246, Ensemble accuracy on global test data 68.921, Local accuracy on global train data 45.452, Local accuracy on local train data 96.550
Round 436, Devices participated 10, Average loss 0.080, Central accuracy on global test data 59.937, Ensemble accuracy on global test data 60.278, Local accuracy on global train data 37.852, Local accuracy on local train data 98.967
Round 437, Devices participated 10, Average loss 0.179, Central accuracy on global test data 61.206, Ensemble accuracy on global test data 69.263, Local accuracy on global train data 40.422, Local accuracy on local train data 97.150
Round 438, Devices participated 10, Average loss 0.095, Central accuracy on global test data 53.711, Ensemble accuracy on global test data 67.529, Local accuracy on global train data 42.188, Local accuracy on local train data 98.600
Round 439, Devices participated 10, Average loss 0.201, Central accuracy on global test data 62.476, Ensemble accuracy on global test data 68.628, Local accuracy on global train data 43.796, Local accuracy on local train data 97.650
Round 440, Devices participated 10, Average loss 0.160, Central accuracy on global test data 67.480, Ensemble accuracy on global test data 65.430, Local accuracy on global train data 47.688, Local accuracy on local train data 98.183
Round 441, Devices participated 10, Average loss 0.055, Central accuracy on global test data 64.575, Ensemble accuracy on global test data 71.411, Local accuracy on global train data 52.947, Local accuracy on local train data 99.067
Round 442, Devices participated 10, Average loss 0.263, Central accuracy on global test data 55.127, Ensemble accuracy on global test data 66.333, Local accuracy on global train data 42.688, Local accuracy on local train data 96.967
Round 443, Devices participated 10, Average loss 0.105, Central accuracy on global test data 66.821, Ensemble accuracy on global test data 66.797, Local accuracy on global train data 45.872, Local accuracy on local train data 98.567
Round 444, Devices participated 10, Average loss 0.091, Central accuracy on global test data 65.332, Ensemble accuracy on global test data 70.679, Local accuracy on global train data 50.928, Local accuracy on local train data 98.817
Round 445, Devices participated 10, Average loss 0.099, Central accuracy on global test data 60.010, Ensemble accuracy on global test data 67.090, Local accuracy on global train data 42.515, Local accuracy on local train data 98.167
Round 446, Devices participated 10, Average loss 0.103, Central accuracy on global test data 61.938, Ensemble accuracy on global test data 68.701, Local accuracy on global train data 41.663, Local accuracy on local train data 98.350
Round 447, Devices participated 10, Average loss 0.140, Central accuracy on global test data 66.382, Ensemble accuracy on global test data 76.147, Local accuracy on global train data 45.349, Local accuracy on local train data 98.250
Round 448, Devices participated 10, Average loss 0.082, Central accuracy on global test data 65.259, Ensemble accuracy on global test data 71.777, Local accuracy on global train data 42.209, Local accuracy on local train data 98.883
Round 449, Devices participated 10, Average loss 0.087, Central accuracy on global test data 70.630, Ensemble accuracy on global test data 72.290, Local accuracy on global train data 51.699, Local accuracy on local train data 98.817
Round 450, Devices participated 10, Average loss 0.109, Central accuracy on global test data 70.288, Ensemble accuracy on global test data 71.021, Local accuracy on global train data 55.627, Local accuracy on local train data 98.550
Round 451, Devices participated 10, Average loss 0.098, Central accuracy on global test data 66.138, Ensemble accuracy on global test data 75.244, Local accuracy on global train data 50.193, Local accuracy on local train data 98.633
Round 452, Devices participated 10, Average loss 0.182, Central accuracy on global test data 66.870, Ensemble accuracy on global test data 71.362, Local accuracy on global train data 43.193, Local accuracy on local train data 97.850
Round 453, Devices participated 10, Average loss 0.089, Central accuracy on global test data 64.209, Ensemble accuracy on global test data 68.628, Local accuracy on global train data 54.104, Local accuracy on local train data 98.650
Round 454, Devices participated 10, Average loss 0.163, Central accuracy on global test data 68.335, Ensemble accuracy on global test data 75.659, Local accuracy on global train data 45.991, Local accuracy on local train data 98.283
