python main_dfan.py --dataset mnist --model mlp --epochs 500 --gpu 0 --num_channels 1 --local_bs 10 --frac 0.1 --local_ep 1 --momentum 0.5 --lr_S 0.1 --lr_G 0.01 --ensemble_mode 0
MLP(
  (layer_input): Linear(in_features=784, out_features=200, bias=True)
  (relu): ReLU()
  (layer_hidden1): Linear(in_features=200, out_features=200, bias=True)
  (layer_hidden2): Linear(in_features=200, out_features=10, bias=True)
)
Round   0, Devices participated 10, Average loss 0.287, Central accuracy on global test data 24.976, Ensemble accuracy on global test data 21.924, Local accuracy on global train data 11.675, Local accuracy on local train data 95.050
Round  46, Devices participated 10, Average loss 0.253, Central accuracy on global test data 44.214, Ensemble accuracy on global test data 45.288, Local accuracy on global train data 22.183, Local accuracy on local train data 96.567
Round  47, Devices participated 10, Average loss 0.255, Central accuracy on global test data 39.795, Ensemble accuracy on global test data 37.207, Local accuracy on global train data 18.057, Local accuracy on local train data 96.983
Round  48, Devices participated 10, Average loss 0.092, Central accuracy on global test data 49.951, Ensemble accuracy on global test data 51.880, Local accuracy on global train data 23.127, Local accuracy on local train data 98.750
Round  49, Devices participated 10, Average loss 0.169, Central accuracy on global test data 43.140, Ensemble accuracy on global test data 42.969, Local accuracy on global train data 16.082, Local accuracy on local train data 97.867
Round  50, Devices participated 10, Average loss 0.210, Central accuracy on global test data 41.235, Ensemble accuracy on global test data 40.796, Local accuracy on global train data 18.452, Local accuracy on local train data 97.150
Round  51, Devices participated 10, Average loss 0.162, Central accuracy on global test data 43.335, Ensemble accuracy on global test data 43.384, Local accuracy on global train data 20.073, Local accuracy on local train data 98.233
Round  52, Devices participated 10, Average loss 0.155, Central accuracy on global test data 44.922, Ensemble accuracy on global test data 42.651, Local accuracy on global train data 14.326, Local accuracy on local train data 98.117
Round  53, Devices participated 10, Average loss 0.136, Central accuracy on global test data 48.682, Ensemble accuracy on global test data 50.708, Local accuracy on global train data 17.969, Local accuracy on local train data 98.267
Round  54, Devices participated 10, Average loss 0.069, Central accuracy on global test data 41.309, Ensemble accuracy on global test data 41.455, Local accuracy on global train data 17.053, Local accuracy on local train data 98.883
Round  55, Devices participated 10, Average loss 0.217, Central accuracy on global test data 43.262, Ensemble accuracy on global test data 43.335, Local accuracy on global train data 19.397, Local accuracy on local train data 97.417
Round  56, Devices participated 10, Average loss 0.201, Central accuracy on global test data 44.946, Ensemble accuracy on global test data 44.214, Local accuracy on global train data 19.932, Local accuracy on local train data 97.900
Round  57, Devices participated 10, Average loss 0.123, Central accuracy on global test data 45.557, Ensemble accuracy on global test data 48.218, Local accuracy on global train data 20.056, Local accuracy on local train data 97.983
Round  58, Devices participated 10, Average loss 0.130, Central accuracy on global test data 10.425, Ensemble accuracy on global test data 38.208, Local accuracy on global train data 17.559, Local accuracy on local train data 98.733
Round  59, Devices participated 10, Average loss 0.274, Central accuracy on global test data 27.246, Ensemble accuracy on global test data 31.641, Local accuracy on global train data 11.218, Local accuracy on local train data 96.750
Round  60, Devices participated 10, Average loss 0.170, Central accuracy on global test data 27.930, Ensemble accuracy on global test data 29.541, Local accuracy on global train data 11.936, Local accuracy on local train data 97.317
Round  61, Devices participated 10, Average loss 0.248, Central accuracy on global test data 35.327, Ensemble accuracy on global test data 35.742, Local accuracy on global train data 12.317, Local accuracy on local train data 96.633
Round  62, Devices participated 10, Average loss 0.232, Central accuracy on global test data 32.666, Ensemble accuracy on global test data 31.641, Local accuracy on global train data 14.023, Local accuracy on local train data 95.583
Round  63, Devices participated 10, Average loss 0.361, Central accuracy on global test data 39.551, Ensemble accuracy on global test data 40.479, Local accuracy on global train data 13.584, Local accuracy on local train data 94.733
Round  64, Devices participated 10, Average loss 0.135, Central accuracy on global test data 19.287, Ensemble accuracy on global test data 40.454, Local accuracy on global train data 18.286, Local accuracy on local train data 98.050
Round  65, Devices participated 10, Average loss 0.353, Central accuracy on global test data 15.234, Ensemble accuracy on global test data 16.772, Local accuracy on global train data 11.111, Local accuracy on local train data 97.000
Round  66, Devices participated 10, Average loss 0.556, Central accuracy on global test data 21.362, Ensemble accuracy on global test data 20.752, Local accuracy on global train data 12.874, Local accuracy on local train data 95.667
Round  67, Devices participated 10, Average loss 0.351, Central accuracy on global test data 24.854, Ensemble accuracy on global test data 25.732, Local accuracy on global train data 14.321, Local accuracy on local train data 96.000
Round  68, Devices participated 10, Average loss 0.177, Central accuracy on global test data 31.299, Ensemble accuracy on global test data 34.814, Local accuracy on global train data 13.799, Local accuracy on local train data 97.967
Round  69, Devices participated 10, Average loss 0.135, Central accuracy on global test data 31.714, Ensemble accuracy on global test data 34.253, Local accuracy on global train data 14.165, Local accuracy on local train data 97.850
Round  70, Devices participated 10, Average loss 0.280, Central accuracy on global test data 36.377, Ensemble accuracy on global test data 36.206, Local accuracy on global train data 13.044, Local accuracy on local train data 96.417
Round  71, Devices participated 10, Average loss 0.330, Central accuracy on global test data 32.300, Ensemble accuracy on global test data 33.862, Local accuracy on global train data 15.159, Local accuracy on local train data 95.200
Round  72, Devices participated 10, Average loss 0.134, Central accuracy on global test data 36.572, Ensemble accuracy on global test data 37.134, Local accuracy on global train data 14.568, Local accuracy on local train data 98.067
Round  73, Devices participated 10, Average loss 0.181, Central accuracy on global test data 22.827, Ensemble accuracy on global test data 37.329, Local accuracy on global train data 17.305, Local accuracy on local train data 97.350
Round  74, Devices participated 10, Average loss 0.206, Central accuracy on global test data 31.177, Ensemble accuracy on global test data 32.715, Local accuracy on global train data 13.594, Local accuracy on local train data 98.033
Round  75, Devices participated 10, Average loss 0.310, Central accuracy on global test data 34.839, Ensemble accuracy on global test data 37.231, Local accuracy on global train data 11.958, Local accuracy on local train data 96.467
Round  76, Devices participated 10, Average loss 0.229, Central accuracy on global test data 27.783, Ensemble accuracy on global test data 27.441, Local accuracy on global train data 13.899, Local accuracy on local train data 96.100
Round  77, Devices participated 10, Average loss 0.230, Central accuracy on global test data 29.419, Ensemble accuracy on global test data 29.150, Local accuracy on global train data 13.430, Local accuracy on local train data 96.917
Round  78, Devices participated 10, Average loss 0.257, Central accuracy on global test data 29.736, Ensemble accuracy on global test data 29.199, Local accuracy on global train data 12.451, Local accuracy on local train data 96.000
Round  79, Devices participated 10, Average loss 0.186, Central accuracy on global test data 22.705, Ensemble accuracy on global test data 25.903, Local accuracy on global train data 14.060, Local accuracy on local train data 97.583
Round  80, Devices participated 10, Average loss 0.256, Central accuracy on global test data 30.737, Ensemble accuracy on global test data 30.688, Local accuracy on global train data 13.630, Local accuracy on local train data 96.683
Round  81, Devices participated 10, Average loss 0.196, Central accuracy on global test data 36.084, Ensemble accuracy on global test data 37.183, Local accuracy on global train data 14.006, Local accuracy on local train data 96.950
Round  82, Devices participated 10, Average loss 0.171, Central accuracy on global test data 33.618, Ensemble accuracy on global test data 33.936, Local accuracy on global train data 17.061, Local accuracy on local train data 97.217
Round  83, Devices participated 10, Average loss 0.300, Central accuracy on global test data 38.110, Ensemble accuracy on global test data 36.523, Local accuracy on global train data 16.104, Local accuracy on local train data 95.767
Round  84, Devices participated 10, Average loss 0.201, Central accuracy on global test data 35.669, Ensemble accuracy on global test data 37.109, Local accuracy on global train data 15.264, Local accuracy on local train data 97.150
Round  85, Devices participated 10, Average loss 0.185, Central accuracy on global test data 28.320, Ensemble accuracy on global test data 30.225, Local accuracy on global train data 13.655, Local accuracy on local train data 96.550
Round  86, Devices participated 10, Average loss 0.212, Central accuracy on global test data 26.001, Ensemble accuracy on global test data 25.977, Local accuracy on global train data 13.022, Local accuracy on local train data 96.617
Round  87, Devices participated 10, Average loss 0.380, Central accuracy on global test data 18.481, Ensemble accuracy on global test data 18.188, Local accuracy on global train data 11.777, Local accuracy on local train data 94.617
Round  88, Devices participated 10, Average loss 0.220, Central accuracy on global test data 29.663, Ensemble accuracy on global test data 29.053, Local accuracy on global train data 12.439, Local accuracy on local train data 97.300
Round  89, Devices participated 10, Average loss 0.275, Central accuracy on global test data 34.961, Ensemble accuracy on global test data 35.132, Local accuracy on global train data 14.565, Local accuracy on local train data 95.100
Round  90, Devices participated 10, Average loss 0.317, Central accuracy on global test data 30.591, Ensemble accuracy on global test data 31.201, Local accuracy on global train data 10.999, Local accuracy on local train data 95.150
Round  91, Devices participated 10, Average loss 0.169, Central accuracy on global test data 25.879, Ensemble accuracy on global test data 25.415, Local accuracy on global train data 13.325, Local accuracy on local train data 97.050
Round  92, Devices participated 10, Average loss 0.229, Central accuracy on global test data 30.664, Ensemble accuracy on global test data 34.204, Local accuracy on global train data 13.425, Local accuracy on local train data 96.983
Round  93, Devices participated 10, Average loss 0.236, Central accuracy on global test data 27.466, Ensemble accuracy on global test data 28.101, Local accuracy on global train data 13.274, Local accuracy on local train data 95.783
Round  94, Devices participated 10, Average loss 0.237, Central accuracy on global test data 27.222, Ensemble accuracy on global test data 25.122, Local accuracy on global train data 12.119, Local accuracy on local train data 96.800
Round  95, Devices participated 10, Average loss 0.298, Central accuracy on global test data 26.025, Ensemble accuracy on global test data 27.271, Local accuracy on global train data 13.818, Local accuracy on local train data 95.900
Round  96, Devices participated 10, Average loss 0.217, Central accuracy on global test data 22.192, Ensemble accuracy on global test data 34.717, Local accuracy on global train data 14.014, Local accuracy on local train data 96.683
Round  97, Devices participated 10, Average loss 0.218, Central accuracy on global test data 25.342, Ensemble accuracy on global test data 26.929, Local accuracy on global train data 11.567, Local accuracy on local train data 97.367
Round  98, Devices participated 10, Average loss 0.317, Central accuracy on global test data 33.643, Ensemble accuracy on global test data 33.691, Local accuracy on global train data 10.728, Local accuracy on local train data 95.217
Round  99, Devices participated 10, Average loss 0.250, Central accuracy on global test data 27.783, Ensemble accuracy on global test data 29.761, Local accuracy on global train data 13.931, Local accuracy on local train data 95.817
Round 100, Devices participated 10, Average loss 0.170, Central accuracy on global test data 23.657, Ensemble accuracy on global test data 24.365, Local accuracy on global train data 14.070, Local accuracy on local train data 97.267
Round 101, Devices participated 10, Average loss 0.244, Central accuracy on global test data 15.430, Ensemble accuracy on global test data 16.626, Local accuracy on global train data 11.555, Local accuracy on local train data 96.867
